ticket_id,customer_id,created_date,ticket_type,priority,ticket_status,closed_date,resolution_hours,satisfaction_score,assigned_agent
T0021524,C01496,1/2/2026,Technical,Low,Resolved,1/3/2026,38,4,D. Garcia
T0021525,C10105,"Jul 24, 2025",Plan Change,Medium,Open,,,,C. NGUYEN
T0021526,C02647,6/23/2025,Service Quality,Medium,Open,,,,G. LEE
T0021527,C06818,10/14/2025, Service Quality,Medium,Resolved,"Oct 16, 2025",55,5,D. Garcia
T0021528,C15559,9/2/2025,Service Quality,Medium,Open,,,,F. Brown
T0021529,C13534,2/4/2025,Technical,Low,Closed,2/13/2025,222,,E. Wilson
T0021530,C12372,"Apr 02, 2025",Account Access,Medium,Resolved,4/4/2025,50,4,H. Martinez
T0021531,C17072,9/23/2025,Service Quality,Medium,Resolved,9/28/2025,124,4,A. Chen
T0021532,C00644,5/8/2025,service quality,Medium,Resolved,5/9/2025,36,3,D. Garcia
T0021533,C02359,1/8/2025,Technical,Medium,Resolved,1/11/2025,86,5,C. Nguyen
T0021534,C09106,1/14/2026,Cancellation,Medium,Open,,,2,G. Lee
T0014930,C14951,2/17/2026,Plan Change,High,Closed,2/17/2026,22,4,D. Garcia
T0021536,C00635,9/4/2025,Technical,Medium,Resolved,"Sep 08, 2025",103,2,B. Patel
T0021537,C13031,"May 02, 2025",Billing,High,Closed,5/2/2025,8,5,B. Patel
T0021538,C12120,2/24/2025,Plan Change,Medium,Open,,,3,G. Lee
T0021539,C09213,6/1/2025,Billing,Urgent,Resolved,6/1/2025,18,5,e. wilson
T0021540,C16853,5/14/2026,Technical,Low,  Closed  ,5/20/2026,161,,H. Martinez
T0021541,C16613,"Mar 14, 2026",Account Access,Low,Closed,3/14/2026,21,4,E. Wilson
T0021542,C10401,"Jul 12, 2025",Technical,Low,Closed,"Jul 13, 2025",32,3,C. Nguyen
T0021543,C07327,7/27/2025,Technical,Low,Closed,7/30/2025,86,2,E. Wilson
T0021544,C05693,6/3/2026,Plan Change,High,Resolved,"Jun 04, 2026",26,5,D. Garcia
T0021545,C14818,10/8/2025,Technical,High,Closed,10/10/2025,62,,G. Lee
T0021546,C02871 ,6/13/2025,Service Quality,Medium,Closed,6/15/2025,57,4,E. Wilson
T0021547,C04192,5/26/2026,Technical,Medium,Resolved,5/29/2026,72,,A. Chen
T0021548,C04898,"Mar 24, 2025",Billing,High,Resolved,3/25/2025,45,4,E. Wilson
T0021549,C09161,3/3/2026,Service Quality,Medium,Open,,,,A. Chen
T0021550,C16702,"May 05, 2026",Service Quality,Low,Closed,5/6/2026,28,4,C. Nguyen
T0021551,C00081,8/25/2025,Technical,Low,Closed,8/28/2025,82,1,G. Lee
T0021552,C05793,11/17/2025,Service Quality,Low,Resolved,11/21/2025,110,1,A. Chen
T0021553,C16948,"May 24, 2026",Billing,Low,Closed,5/27/2026,74,2,G. LEE
T0021554,C02162,3/25/2025,Plan Change,Low,Resolved,"Mar 25, 2025",20,4,F. Brown
T0021555,C04300,"Oct 11, 2025",Technical,Medium,Closed,10/13/2025,62,2,H. Martinez
T0021556,C05763,6/30/2025,Plan Change,High,Resolved,7/1/2025,41,4,D. Garcia
T0021557,C03854,4/2/2025,Billing,Medium,Resolved,4/3/2025,37,5,D. Garcia
T0021558,C12647,10/2/2025,Technical,Low,Open,,,2,D. Garcia
T0021559,C01615,"Apr 20, 2026", Account Access,Urgent,Resolved,4/21/2026,31,3,F. Brown
T0021560,C15630,7/1/2025,Technical,Medium,Resolved,"Jul 04, 2025",76,3,C. Nguyen
T0021561,C00339,6/21/2025,  Cancellation  ,Low,Open,,,3,G. Lee
T0021562,C07927,6/22/2026,Technical,Low,Open,,,,A. Chen
T0021563,C11264,"Jan 07, 2026",Plan Change,Low,Closed,1/9/2026,68,4,A. Chen
T0021564,C01754,10/19/2025,Technical,High,Resolved,"Oct 20, 2025",36,2,E. Wilson
T0021565,C09963,"Oct 16, 2025",Service Quality,Low,Closed,10/17/2025,28,4,F. Brown
T0021566,C06336,5/15/2025,Plan Change,Medium,Resolved,"May 16, 2025",45,4,A. Chen
T0021567,C02841,"May 22, 2025",Technical,Low,Closed,5/26/2025,104,5,F. Brown
T0021568,C17148,3/24/2026,Billing,Medium,Open,,,2,H. Martinez
T0021569,C13573,"Jan 09, 2025",Billing,Medium,Open,,,2,B. Patel
T0021570,C05721,2/26/2026,Technical,Low,Closed,"Mar 06, 2026",215,3,G. Lee
T0021571,C13012,"Jul 03, 2026",Service Quality,Medium,Closed,7/9/2026,144,1,G. Lee
T0021572,C09995,5/14/2025,Technical,Medium,Closed,5/16/2025,57,3,A. Chen
T0021573,C15568,11/11/2025,Cancellation,Medium,Closed,11/11/2025,22,5,A. Chen
T0021574,C06644,3/26/2025,Service Quality,Medium,Closed,3/28/2025,71,2,H. Martinez
T0021575,C08859,4/5/2025,Account Access,Low,Open,,,,H. Martinez
T0021576,C05815,"May 28, 2026",Technical,high,Closed,6/2/2026,127, 1 ,G. Lee
T0021577,C05689,1/5/2026,Billing,Medium,Closed,1/6/2026,43,3,F. Brown
T0021578,C07854,6/19/2026,Technical,Low,Closed,"Jun 22, 2026",95,1,G. Lee
T0021579,C17911,7/9/2025,Service Quality,Low,Closed,7/10/2025, 46 ,4,H. Martinez
T0021580,C14892,2/15/2026,Account Access,High,Open,,,2,B. Patel
T0021581,C03213,2/10/2026,Service Quality,High,Closed,2/10/2026,6,5,E. Wilson
T0021582,C12318,2/20/2026,Billing,Low, Open,,,1,G. Lee
T0021583,C06887,11/11/2025,Cancellation,Low,Resolved,11/11/2025,21,4,H. Martinez
T0021584,C15858,5/28/2025,Cancellation,Low,Open,,,,F. Brown
T0021585,C08571,11/1/2025,Service Quality,High,Resolved,11/2/2025,33,2,F. Brown
T0021586,C15273,12/3/2025,Service Quality,Medium,Resolved,12/5/2025,65,5,C. Nguyen
T0021587,C07407,1/24/2026,Technical, Medium,Closed,1/26/2026,68,5,G. Lee
T0021588,C16117,9/23/2025,Service Quality,Low,Closed,9/25/2025,53,3,F. Brown
T0021589,C06423,1/4/2026,Technical,High,Resolved,"Jan 05, 2026",29,2,G. Lee
T0021590,C07832,1/15/2025,Service Quality,Urgent,Resolved,1/15/2025,10,4,H. Martinez
T0021591,C13128,11/10/2025,Service Quality,Low,Resolved,11/13/2025,73,1,G. Lee
T0021592,C16537,7/21/2025,Technical,High,Closed,"Jul 26, 2025",127,2,G. Lee
T0021593,C17654,6/5/2025,Technical,Medium,Closed,6/6/2025,38,3,F. Brown
T0021594,C06030,"Sep 01, 2025",Plan Change,URGENT,Closed,"Sep 01, 2025",8,5,C. Nguyen
T0021595,C00217,"Mar 14, 2025",Billing,Medium,Closed,3/15/2025,28,5,G. Lee
T0021596,C14706,1/6/2026,Service Quality,Medium,Resolved,1/7/2026,35,5,G. Lee
T0021597,C12665,1/31/2025,Account Access,Low,Resolved,"Feb 02, 2025",53,5,B. Patel
T0021598,C13482,8/11/2025,Service Quality,Medium,  Resolved  ,"Aug 11, 2025",23,4,G. Lee
T0021599,C11100,8/21/2025,Service Quality,High,Resolved,8/22/2025,28,4,E. Wilson
T0021600,C15133,8/5/2025,Cancellation,High,Closed,8/5/2025,9,,A. Chen	
T0021601,C10510,12/31/2025,Technical,Low, Closed,1/2/2026,59,1,G. Lee
T0021602,C01261,2/24/2025,BILLING,Urgent,Resolved,2/24/2025,13,4,C. Nguyen
T0021603,C02240,9/29/2025,Service Quality,Medium,Open,,,,D. Garcia
T0021604,C12537,5/10/2025,Billing,High,Closed,"May 10, 2025",18,1,H. Martinez
T0021605,C14748,10/18/2025,Technical,High,Closed,10/22/2025,109,5,F. Brown
T0021606,C02810,2/17/2025,Billing,Medium,Closed,"Feb 17, 2025",15,4,A. Chen
T0021607,C01883,2/9/2025,Service Quality,High,Resolved,2/9/2025,4,2,C. Nguyen
T0021608,C11391,5/19/2025,Service Quality,High,Resolved,5/19/2025,23,4,E. WILSON
T0021609,C04678,1/31/2026,Service Quality,Low,Closed,2/2/2026,67,,B. Patel
T0021610,C15615,6/4/2025,Technical,High,Resolved,6/7/2025,89,,D. Garcia
T0021611,C16011,1/27/2026,Account Access,Low,Closed,"Jan 27, 2026",3,5,D. Garcia
T0021612,C05178,9/6/2025,Billing,High,Resolved,"Sep 08, 2025",70,3,C. Nguyen
T0021613,C01502,2/8/2026,Billing,Medium,Resolved,2/9/2026,40,,C. Nguyen
T0021614,C14580,"Sep 25, 2025",Account Access,Low,Resolved,9/26/2025,27,5,G. Lee
T0021615,C12089,3/27/2025,Technical,Medium,Closed,4/2/2025,163,4,F. BROWN
T0021616,C09433,4/13/2026,Plan Change,High,Closed,4/14/2026,29,4,H. Martinez
T0021617,C01505,4/5/2025,Account Access,Low,Resolved,4/6/2025,44,,C. Nguyen
T0021618,C15908,"Feb 13, 2026",Technical,Medium,Open,,,,A. Chen
T0021619,C14551,7/31/2025,Service Quality,Medium,Open,,,3,C. Nguyen
T0021620,C00845,6/29/2026,Billing,Medium,Closed,"Jun 29, 2026",23,3, D. Garcia 
T0021621,C06545,1/29/2025,Service Quality,High,Closed,"Jan 31, 2025",66,3,C. Nguyen
T0021622,C10378,1/15/2026,Billing,Urgent,Closed,"Jan 15, 2026",3,5,F. Brown
T0021623,C01581,6/22/2025,Technical,Medium,Resolved,6/23/2025,38,4,B. Patel
T0021624,C15819,"May 30, 2025",Technical,Medium,Closed,5/31/2025,36,5,G. Lee
T0021625,C11788,"Apr 07, 2026",Service Quality,High,Resolved,4/8/2026,41,3,A. Chen
T0021626,C09080,3/29/2026,Service Quality,Urgent,Closed,"Mar 30, 2026",34,4,F. Brown
T0021627,C08507,"Jun 09, 2025",Account Access,High,Open,,,1,G. Lee
T0021628,C01841,8/6/2025,Technical,Medium,Open,,,,E. Wilson
T0021629,C08948,"Dec 10, 2025",Billing,Medium,Closed,12/12/2025,65,4,G. Lee
T0021630,C02579,8/31/2025, Technical,Low,Closed,9/1/2025,38,4,E. Wilson	
T0021631,C15582,3/6/2026,Cancellation,Medium,Closed,"Mar 06, 2026",13,2,A. Chen
T0021632,C08039,5/29/2026,Technical,Medium,Closed,6/1/2026,89,1,G. Lee
T0021633,C06875,"Feb 22, 2025",Technical,Low,Open,,,1,C. Nguyen
T0021634,C12900,5/3/2026,Technical,Medium,Closed,5/5/2026,56,5,A. Chen
T0021635,C07158,10/27/2025,Technical,Medium,Closed,"Oct 31, 2025",100,5,G. Lee
T0021636,C16407,7/2/2026,Service Quality, Medium,Resolved,7/2/2026,19,4,F. Brown
T0021637,C03897,3/17/2026,  Billing  ,Medium,Closed,"Mar 17, 2026",22,5,H. Martinez
T0021638,C02574,"Jan 08, 2025",Technical,Medium,Resolved,"Jan 10, 2025",63,2,G. Lee
T0021639,C08142,"Feb 03, 2026",Technical,Urgent,Closed,"Feb 04, 2026",44,4,F. Brown
T0021640,C07379,"May 12, 2025",technical,High,Closed,5/12/2025,23,, D. Garcia 
T0021641,C00010,8/15/2025,Account Access,High,Open,,,1,E. Wilson	
T0021642,C12622,2/23/2026,Technical,High,Open,,,2,d. garcia
T0021643,C02782,2/14/2026,Billing,Low,Closed,2/14/2026,20, 3 ,F. Brown
T0021644,C09696,3/3/2026,Account Access,Medium,  Open  ,,,,F. Brown
T0021645,C13529,"Feb 10, 2026",Technical,High,Resolved,2/11/2026,27,,E. Wilson
T0021646,C01825,4/21/2026,Plan Change,Medium,Resolved,4/23/2026,70,4, B. Patel 
T0021647,C07686,5/22/2026,Service Quality,Low,Closed,5/24/2026,59,2,B. Patel
T0021648,C07426,8/16/2025,Technical,Medium,Closed,"Aug 16, 2025",16,5,D. Garcia
T0021649,C01888,4/4/2025,Service Quality,Low,Resolved,4/6/2025,48,5,B. Patel
T0021650,C16047,5/18/2026,Service Quality,Medium,Closed,5/25/2026,180,2,C. Nguyen
T0021651,C12724,4/15/2026,Cancellation,Medium,Resolved,4/17/2026,58,,C. Nguyen
T0021652,C06392,6/28/2026,  Account Access  ,High,Resolved,6/28/2026,4,,G. Lee
T0021653,C14736,7/2/2026,Billing,Medium,Resolved,7/4/2026,53,,E. Wilson
T0021654,C13272,1/8/2026,Technical,Medium,Closed,"Jan 12, 2026",99,,H. Martinez
T0021655,C07467,1/21/2026,Billing,Medium,Closed,1/22/2026,32,3,C. Nguyen
T0021656,C15792,10/18/2025,Account Access,Low,Closed,10/19/2025,45,3,A. Chen
T0021657,C15672,"Feb 11, 2025",Service Quality,Low,Resolved,"Feb 11, 2025",21,,A. Chen
T0021658,C05064,5/6/2026,Cancellation,Medium,Open,,,4, F. Brown 
T0021659,C07922,1/5/2025,Billing,Low,Closed,"Jan 07, 2025",61,4,E. Wilson
T0021660,C15450,3/16/2025,Billing,High,Closed,3/18/2025,58,3,F. Brown
T0021661,C15210,5/28/2025,Service Quality,High,Open,,,1,E. Wilson
T0021662,C13683,"Jul 04, 2025",Plan Change,Medium,Resolved,"Jul 05, 2025",26,2,D. Garcia
T0021663,C11949,4/26/2025,Service Quality,High,Resolved,4/27/2025,34,3,F. Brown
T0021664,C11454,2/7/2026,Cancellation,High,Open,,,2,H. Martinez
T0021665, C00439,1/3/2025,Technical,High,Closed,1/7/2025,104,4,D. Garcia
T0021666,C08202,"Jun 05, 2025",Cancellation,Low,Open,,,,C. Nguyen
T0021667,C03957,6/17/2026,technical,Medium,Resolved,6/18/2026,40,3,A. Chen
T0021668,C07058,"May 27, 2026",Billing,Medium,Open,,,1,A. Chen
T0021669,C15316,5/5/2025,Billing,Low,Open,,,2,F. Brown
T0021670,C16280,8/29/2025,Technical,Medium,Closed,8/31/2025,66 hrs,3,E. Wilson	
T0021671,C06670,"Dec 09, 2025",Technical,Low,Closed,12/16/2025,182,4,B. Patel
T0021672,C14343,5/21/2025,Cancellation,Low,Resolved,5/23/2025,54,5,F. Brown
T0021673,C02606,7/2/2025,Billing,Low,Closed,"Jul 03, 2025",33,3,G. Lee
T0021674,C07554,2/19/2026,Service Quality,Low,Closed,2/22/2026,75,2,B. Patel
T0021675,C08096,"Apr 21, 2025",Plan Change,Medium,Closed,4/21/2025,16 hrs,5,A. Chen
T0021676,C01309,4/8/2026,Plan Change,High,Resolved,4/8/2026,5 hrs,3,C. Nguyen
T0021677,C00313,6/20/2026,Technical,LOW,Closed,6/23/2026, 94 ,3,D. Garcia
T0021678,C10438,5/15/2025,Account Access,Low ,Resolved,5/16/2025,46,2,B. Patel
T0021679,C10330,5/14/2026,Cancellation,High,Resolved,"May 14, 2026",23,4,H. Martinez
T0021680,C05591,5/10/2026,Billing,High,Closed,5/10/2026,14,5,e. wilson
T0021681,C14649,8/22/2025,Technical,Medium,Resolved,8/26/2025,119,4,H. Martinez
T0021682, C12248 ,4/24/2025,Service Quality,Medium,Open,,,2,C. Nguyen	
T0021683,C14619,5/14/2025,Service Quality,Low,Resolved,5/15/2025,40, 3 ,F. Brown
T0021684,C06380,11/22/2025,Technical,High,Open,,,2,H. Martinez
T0021685,C00719,7/18/2025,Account Access,Urgent,Open,,,2,G. Lee
T0021686,C01990,12/8/2025,Technical,Medium,Closed,12/11/2025,74,3,H. Martinez
T0021687,C11152,3/1/2026,Plan Change,Low,Closed,3/3/2026,52,,F. Brown
T0021688,C04661,"Apr 07, 2026",Technical,Medium,Closed,4/9/2026,65,5,A. Chen
T0021689,C05436,"Jul 22, 2025",Account Access,Low,Open,,,,E. Wilson
T0021690,C15761,10/24/2025,Cancellation,Low,Closed,10/25/2025,31,3,B. Patel
T0021691,C17180,9/22/2025,Plan Change,Low,Closed,"Sep 25, 2025",81,1,D. Garcia
T0021692,C17648,5/14/2025,Technical,Low,Open,,,1,A. Chen
T0021693,C01282,8/13/2025,Cancellation,Low,  Resolved  ,8/14/2025,36,5,B. Patel
T0021694,C14997,"Apr 04, 2026",Account Access,Low,Resolved,4/6/2026,48,5,H. Martinez
T0021695,C05889,5/25/2025,Technical,High,Resolved,5/28/2025,94,4,A. Chen
T0021696,C08845,"Jun 02, 2026",Cancellation,Medium,Closed,6/2/2026,6,1,A. Chen
T0021697,C07794,"Oct 21, 2025",Billing,High,Resolved,"Oct 21, 2025",14,4,E. Wilson
T0021698,C03995,5/19/2026,Service Quality,High,Resolved,"May 19, 2026",15,5,F. Brown
T0021699,C03359,"May 01, 2026",Technical,Medium,Open,,,3,F. Brown
T0021700,C12521,1/8/2025,Technical,Medium,Closed,1/11/2025,72,5,F. Brown
T0021701,C07195,4/25/2025,Plan Change,Urgent,Closed,4/25/2025,6,,E. Wilson
T0021702,C09955,1/7/2025,Account Access,Low,Closed,"Jan 10, 2025",78,1,D. Garcia
T0021703,C02219,"Feb 07, 2026",Plan Change,High,Closed,"Feb 07, 2026", 8 ,3,H. MARTINEZ
T0021704,C15242,6/17/2025,Billing,Medium,Open,,,2,B. Patel
T0021705,C02909,7/9/2025,Account Access,Medium,Closed,"Jul 11, 2025",61,5,A. Chen
T0021706,C08654,1/27/2026,Cancellation,Low,Resolved,1/27/2026,10,5,G. Lee
T0021707,C13829,3/7/2025,Cancellation,Medium,Closed,3/7/2025,23,5,A. Chen
T0021708,C12735,8/1/2025,Technical,Medium,Closed,"Aug 02, 2025",34,2,E. Wilson
T0021709,C01246,10/10/2025,Service Quality,Low,Resolved,10/14/2025,110,4,G. Lee
T0021710,C09297,6/11/2026,TECHNICAL,Medium,Resolved,6/14/2026,73,3,F. Brown
T0021711,C05232,1/2/2026,Technical,Low,Closed,"Jan 07, 2026",129,2,E. Wilson
T0021712,C07740,12/23/2025,Cancellation,Medium,closed,12/23/2025,10,4,E. Wilson
T0021713,C01374,8/8/2025,Technical,Urgent,Resolved,8/10/2025,71,1,D. Garcia
T0021714,C05268,1/3/2025,Technical,Urgent,Open,,,,F. Brown
T0021715,C12526,"Mar 01, 2026",Technical,Medium,Resolved,3/3/2026,54,4,G. Lee
T0021716,C00688,6/5/2025,Billing,High,Closed,6/7/2025,51,4,H. Martinez
T0021717,C06732,5/1/2025,Technical,Medium,Open,,,3,B. Patel
T0021718,C12475,7/18/2025,Billing,Medium,Open,,,3,C. Nguyen
T0021719,C17194,"Feb 17, 2025",Account Access,Medium,Closed,2/17/2025,23,1,H. Martinez
T0021720,C02505,6/25/2026,Account Access,High,Resolved,"Jun 25, 2026",12,3,B. Patel
T0021721,C00407,"Jan 24, 2026",Account Access,Medium,Resolved,1/26/2026,49,1,A. Chen
T0021722,C16639,3/1/2025,Cancellation,Low,Open,,,3,E. Wilson
T0021723,C09692,3/1/2025,Cancellation,Low,OPEN,,,1,A. Chen
T0021724,C13039,8/11/2025,Billing,Medium,Open,,,5,E. Wilson
T0021725,C17181,"Oct 09, 2025",Plan Change,High,Closed,10/10/2025,26,2,D. Garcia
T0021726,C05431,12/15/2025,Billing,Urgent,Open,,,2,H. Martinez
T0021727,C10259,6/28/2026,Account Access,Low,Open,,,3,F. Brown
T0021728,C00930,"Dec 09, 2025",Billing,High,Resolved,12/9/2025,18,5,B. Patel
T0021729,C04284,2/15/2026,Service Quality,High,Resolved,2/15/2026,19,4,G. Lee
T0021730,C15150,1/17/2025,Plan Change,Low,Resolved,1/21/2025,116,1,E. Wilson
T0021731,C17176,6/21/2026,Plan Change,MEDIUM,Closed,6/23/2026,68,5,A. Chen
T0021732,C04348,"May 18, 2025",Account Access,High,Closed,"May 18, 2025",4,5,G. Lee
T0021733,C07297,6/21/2026,Account Access,High,Closed,6/22/2026,26,3,C. Nguyen
T0021734, C04210 ,"Jun 14, 2025",Service Quality,Low,Closed,6/14/2025,21,5,F. Brown
T0021735,C02450,"Jan 29, 2026",Account Access, Low,Resolved,1/31/2026,61,,D. Garcia
T0021736,C07064,"Jan 29, 2025",Plan Change,Low,Open,,,2,F. Brown
T0021737,C02298,"Jan 26, 2026",Billing,High,Resolved,1/27/2026,30 hrs,5,H. Martinez
T0021738,C13908,11/10/2025,Account Access,Low,Closed,"Nov 13, 2025",72,1,D. Garcia	
T0021739,C07989,"Nov 03, 2025",Service Quality,Low,Closed,"Nov 05, 2025",50,4,D. Garcia
T0021740,C12206,6/18/2026, Technical,Medium,Closed,6/22/2026,112,,G. Lee
T0021741,C00884,"Jun 28, 2025",Technical,High,Resolved,6/28/2025,10,5,C. Nguyen
T0021742,C12345,9/14/2025,Plan Change,Low,Closed,9/15/2025,25,1,H. Martinez
T0021743,C11629,4/5/2026,Service Quality,Low,Open,,,2,C. Nguyen
T0021744,C09152,7/23/2025,Cancellation,Medium,Resolved,7/23/2025, 17 ,4,D. Garcia
T0021745,C08877,1/20/2026,Plan Change,High,Closed,1/21/2026,30,3,D. Garcia
T0021746,C13735,2/6/2025,Plan Change,Medium,Closed,2/8/2025,53,1,H. Martinez
T0021747,C09195,6/6/2025,Technical,Low,Resolved,"Jun 10, 2025",118,2,G. Lee
T0021748,C07153,10/29/2025,Technical,High,Closed,10/30/2025,32,5,G. Lee
T0021749,C01830,5/2/2026,Technical,Medium,Closed,"May 07, 2026",138,4,E. Wilson
T0021750,C16187,7/25/2025,Technical,Urgent,Closed,7/27/2025,68,4,D. Garcia
T0021751,C00034,3/28/2026,Technical,High,Closed,"Mar 29, 2026",38,5,D. Garcia
T0021752,C00401,4/15/2026,Account Access,Low,Open,,,3,E. Wilson
T0021753,C04450,9/7/2025,Service Quality,Urgent,Closed,9/9/2025,56,,G. Lee
T0021754,C09441,11/26/2025,Cancellation,High,Closed,11/26/2025,13,3,A. Chen
T0021755,C13913,1/19/2026,Service Quality,Medium,Resolved,1/20/2026,28,4,D. Garcia
T0021756,C05929,3/5/2026,Billing,Medium,Closed,"Mar 05, 2026",17,5,F. Brown
T0021757,C16926,8/25/2025,Service Quality,Low,Open,,,1,G. Lee
T0021758,C05220,3/6/2025,Technical,Low,Closed,3/6/2025,19 hrs,,B. PATEL
T0021759,C03938,5/13/2025,Technical,Medium,Closed,5/13/2025,23,4,D. Garcia
T0021760,C12466,10/5/2025,Technical,High,Closed,10/7/2025,69,5,H. Martinez
T0021761,C07223,9/8/2025,Technical,Low,Open,,,4,e. wilson
T0021762,C13132,5/19/2026,Service Quality,Urgent,Resolved,5/19/2026,20,4,A. Chen
T0021763,C09734,12/19/2025,Plan Change,Medium,Resolved,12/19/2025,16,,H. Martinez
T0021764,C13145,7/22/2025,Plan Change,Medium,Closed,7/22/2025,18,4,A. Chen
T0021765,C16192,9/3/2025,Service Quality,High,Resolved,9/4/2025,39,4,C. Nguyen
T0021766,C06936,"Jun 07, 2025",Billing,Medium,Closed,6/8/2025,46,4,E. Wilson
T0021767,C05283,11/12/2025,Billing,Low,Closed,11/16/2025,102,1,E. Wilson
T0021768,C17505,2/3/2025,Technical,Medium,Resolved,2/8/2025,122,3,F. Brown
T0021769,C05995,"Mar 20, 2026",  Account Access  ,  Medium  ,Closed,3/21/2026,47,4,G. Lee
T0021770,C03901,9/15/2025,Account Access,Low,Resolved,9/15/2025,7,3,F. Brown
T0021771,C02717,"Aug 18, 2025",Cancellation,Low,Closed,"Aug 19, 2025",39,5,G. Lee
T0021772,C04383,"Apr 26, 2025",Technical,Medium,Resolved,4/28/2025,67,1,C. Nguyen
T0021773,C16087,4/25/2025,Account Access,High, Resolved,"Apr 25, 2025",15 hrs,5,A. Chen
T0021774,C03612,"Aug 23, 2025",Technical,Medium,Closed,"Aug 25, 2025",51,3,H. Martinez
T0021775,C15771,4/5/2026,Cancellation,Medium,Open,,,,E. Wilson
T0021776,C08915,3/28/2025,Technical,High,Closed,3/30/2025,67,4,F. Brown
T0021777,C07869,2/14/2025,Cancellation,Low,Resolved,2/15/2025,36,5,H. Martinez
T0021778,C15443,10/21/2025,Cancellation,Medium,Resolved,10/21/2025,1,5,A. Chen
T0021779,C00781,2/12/2026,Technical,High,Open,,,5,G. Lee
T0021780,C04779,4/28/2026,Account Access,Medium,Closed,"Apr 28, 2026",8,3,G. Lee
T0021781,C17090,"Dec 25, 2025",Technical,Medium,Resolved,12/26/2025, 34 ,3,G. Lee
T0021782,C00418,2/15/2025,Service Quality,Medium,Open,,,1,H. Martinez
T0021783,C03795,"Mar 26, 2025",Service Quality,High,Closed,"Mar 26, 2025",11,5,B. Patel
T0021784,C08264,9/4/2025,Technical,High,Closed,9/5/2025,38,4,F. Brown
T0021785,C09127,9/24/2025,Account Access,Medium,Closed,9/27/2025,78,,D. Garcia
T0021786,C04580,1/3/2026,Account Access,High,Closed,1/3/2026,3,4,F. Brown
T0021787,C06513,"Aug 19, 2025",Service Quality,Medium,Closed,"Aug 20, 2025",27,4,A. Chen
T0021788,C16881,5/5/2025,Plan Change,Low,RESOLVED,5/5/2025,20,3,H. Martinez
T0021789,C08921,1/10/2026,Account Access,High,Resolved,1/10/2026,13,5,D. Garcia
T0021790,C05550,8/12/2025,Service Quality,Low,Resolved,8/12/2025,21,5,D. Garcia
T0021791,C05239,1/12/2025,Technical,Medium,Closed ,"Jan 15, 2025",90,1,F. Brown
T0021792,C05547,12/10/2025, Cancellation,Urgent,Resolved,12/10/2025, 23 ,3,B. Patel
T0021793,C14448,1/19/2026,Account Access,Low,Resolved,1/23/2026,108,5,G. Lee
T0021794,C17189,3/7/2025,Technical,Medium,Closed,3/7/2025,3,5,D. Garcia
T0021795,C16443,"Aug 21, 2025",Billing,Urgent,RESOLVED,8/21/2025,8,4,E. Wilson
T0021796,C02804,12/21/2025,Account Access,Medium,Resolved,12/23/2025,65,3,F. Brown
T0021797,C00596,"Dec 01, 2025",Technical,Low ,Open,,,,H. Martinez
T0021798,C04963,6/17/2026,Technical,Medium,Resolved,6/17/2026,21,3,C. Nguyen
T0021799,C12196,3/11/2025,Cancellation,Low,Closed,"Mar 11, 2025",16,4,G. Lee
T0021800,C01761,6/16/2026,Technical,High,Closed,6/17/2026,25,3,G. Lee
T0021801,C03073,10/7/2025, Technical,Medium,Closed,"Oct 15, 2025",207,1,G. Lee
T0021802,C17956,6/25/2025,Account Access,Medium,Closed,"Jun 25, 2025",2,3,F. Brown
T0021803,C14355,"Jun 05, 2026",Plan Change,Urgent,Resolved,6/5/2026,4,3,G. Lee
T0021804,C16610,1/15/2025,Account Access,Low,Resolved,1/16/2025,36,4,G. Lee
T0021805,C05211,6/29/2026,Billing,Low,Resolved,"Jun 29, 2026",7 hrs,5,C. Nguyen
T0021806,C15507,"Jul 23, 2025",Technical,Urgent,Open,,,1,E. WILSON
T0021807,C01786,1/16/2025,Service Quality,Medium,Closed,1/17/2025,25,4,C. Nguyen
T0021808,C12326,8/14/2025,Billing,Medium,Open,,,1,H. Martinez
T0021809,C01656,6/26/2026,Account Access,Low,Resolved,6/27/2026, 36 ,3,A. Chen
T0021810,C16069,11/9/2025,Technical,Medium,Open,,,,A. Chen
T0021811,C16467,"Mar 25, 2025",Technical,Medium,Resolved,"Mar 27, 2025",56,2,F. Brown
T0021812,C15181,11/11/2025,Service Quality,Urgent,Open,,,,H. Martinez
T0021813,C02286,2/23/2025,Technical,Urgent,Closed,2/24/2025,31,2,C. Nguyen
T0021814,C11943,6/23/2026,Plan Change,High,Closed,"Jun 23, 2026",7,4,H. Martinez
T0021815,C04640,2/16/2026,Billing,Low,Closed,2/20/2026,101,2,H. Martinez
T0021816,C06881,1/15/2025,Service Quality,Medium,Closed,"Jan 15, 2025",20,5,B. Patel	
T0021817,C11138,"Apr 13, 2025",Billing,Low,Closed,4/15/2025,62,3,G. Lee
T0021818,C07316,10/20/2025,Billing,Medium,Closed,10/21/2025,34,3,h. martinez
T0021819,C13023,1/15/2026,Technical,Low,Closed,1/17/2026,60,5,D. Garcia
T0021820,C05712,5/16/2026,Cancellation,High,Resolved,5/17/2026,33,2,C. Nguyen
T0021821,C15900,8/27/2025,Billing,Medium,Open,,,,C. Nguyen
